;movie_code;duration;facenumber_in_poster;country;budget;gross;num_voted_users;num_user_for_reviews;num_critic_for_reviews;movie_facebook_likes;director_facebook_likes;actor_1_facebook_likes;actor_2_facebook_likes;actor_3_facebook_likes;cast_total_facebook_likes;imdb_score;imdb_score_class
2416;2417;94.0;2.0;USA;25000000.0;30222640.0;36666;144.0;97.0;0;23.0;2000.0;1000.0;582.0;4868;5.3;Fair
71;72;112.0;2.0;USA;145000000.0;102176165.0;117927;501.0;264.0;0;357.0;5000.0;3000.0;595.0;9131;5.2;Fair
1378;1379;116.0;1.0;USA;36000000.0;71026631.0;98899;394.0;129.0;0;415.0;18000.0;669.0;644.0;20970;7.0;Good
4909;4910;89.0;0.0;USA;;;78;1.0;1.0;267;0.0;138.0;18.0;15.0;192;6.8;Good
3241;3242;104.0;4.0;Spain;10000000.0;3607.0;22753;94.0;71.0;0;275.0;439.0;161.0;102.0;940;6.1;Good
1745;1746;94.0;0.0;USA;29000000.0;6301131.0;92850;263.0;161.0;0;11.0;1000.0;948.0;566.0;5085;7.1;Good
4617;4618;89.0;0.0;USA;500000.0;;3650;39.0;64.0;0;23.0;199.0;37.0;23.0;292;5.1;Fair
2746;2747;93.0;1.0;USA;15000000.0;20380.0;7519;39.0;50.0;445;17.0;1000.0;165.0;66.0;1245;5.9;Fair
712;713;100.0;3.0;USA;;168213584.0;99989;255.0;177.0;0;12.0;419.0;330.0;311.0;1412;5.9;Fair
2634;2635;118.0;0.0;USA;;39100956.0;13442;59.0;19.0;0;13.0;90.0;22.0;2.0;114;7.2;Good
3937;3938;117.0;2.0;USA;4000000.0;371897.0;36494;118.0;232.0;11000;234.0;12000.0;1000.0;221.0;13607;6.9;Good
3565;3566;101.0;0.0;UK;6500000.0;4000304.0;145395;375.0;486.0;23000;0.0;13000.0;898.0;726.0;15230;7.3;Good
3131;3132;116.0;7.0;USA;17000000.0;24397469.0;5161;48.0;82.0;0;70.0;1000.0;876.0;706.0;5804;5.7;Fair
2793;2794;136.0;0.0;USA;14000000.0;;13548;75.0;59.0;932;17000.0;22000.0;740.0;213.0;23378;6.7;Good
1947;1948;108.0;;USA;25000000.0;80014842.0;104356;186.0;162.0;14000;529.0;17000.0;861.0;690.0;19945;6.3;Good
1661;1662;100.0;1.0;USA;30000000.0;35266619.0;108242;371.0;359.0;39000;108.0;17000.0;2000.0;534.0;20051;5.9;Fair
2982;2983;90.0;2.0;USA;12000000.0;4922166.0;23606;304.0;60.0;0;7.0;525.0;281.0;251.0;1445;2.1;Bad
61;62;127.0;1.0;USA;176000000.0;47375327.0;139593;720.0;384.0;44000;0.0;17000.0;15000.0;13000.0;47334;5.4;Fair
4088;4089;96.0;0.0;UK;1900000.0;4170647.0;14548;161.0;82.0;1000;70.0;883.0;183.0;163.0;1616;6.9;Good
103;104;109.0;0.0;USA;150000000.0;63143812.0;124185;238.0;235.0;11000;226.0;12000.0;418.0;370.0;13388;6.1;Good
264;265;127.0;1.0;USA;110000000.0;85463309.0;254841;426.0;327.0;36000;189.0;20000.0;929.0;544.0;22254;7.1;Good
4464;4465;83.0;0.0;Canada;1500000.0;1521.0;1231;10.0;56.0;932;5.0;413.0;197.0;98.0;843;5.7;Fair
4382;4383;98.0;3.0;USA;1700000.0;1943649.0;8697;122.0;77.0;374;3.0;349.0;347.0;327.0;2095;6.3;Good
607;608;92.0;1.0;USA;70000000.0;55942830.0;138582;423.0;261.0;37000;28.0;3000.0;692.0;423.0;5178;6.3;Good
4559;4560;84.0;1.0;USA;;3122616.0;16594;73.0;155.0;0;9.0;612.0;457.0;313.0;1587;6.8;Good
2313;2314;111.0;3.0;USA;20000000.0;5205343.0;11958;39.0;79.0;1000;650.0;690.0;224.0;181.0;1573;6.4;Good
391;392;110.0;0.0;UK;90000000.0;190562.0;2508;24.0;47.0;788;96.0;887.0;886.0;554.0;2728;4.4;Fair
3087;3088;106.0;4.0;France;11000000.0;;15060;27.0;94.0;0;7.0;68.0;29.0;24.0;175;7.4;Good
3733;3734;139.0;0.0;USA;5000000.0;;2498;67.0;15.0;376;345.0;535.0;440.0;422.0;2112;6.6;Good
2538;2539;128.0;0.0;USA;16400000.0;95860116.0;277451;491.0;96.0;23000;608.0;49000.0;1000.0;1000.0;51609;8.0;Good
2700;2701;103.0;0.0;USA;15000000.0;10411980.0;22649;212.0;46.0;1000;80.0;1000.0;872.0;782.0;4676;5.9;Fair
1578;1579;101.0;1.0;USA;31000000.0;24185781.0;30339;268.0;135.0;0;96.0;12000.0;495.0;442.0;13811;6.9;Good
3031;3032;107.0;3.0;USA;11000000.0;50461335.0;83893;132.0;141.0;15000;15.0;17000.0;1000.0;602.0;20466;6.8;Good
1953;1954;98.0;0.0;Germany;13000000.0;15361537.0;12263;132.0;58.0;564;70.0;462.0;444.0;223.0;1855;4.6;Fair
4228;4229;92.0;0.0;USA;2200000.0;21300000.0;22521;342.0;160.0;1000;13.0;42.0;27.0;17.0;170;4.7;Fair
162;163;126.0;4.0;USA;140000000.0;31141074.0;51892;273.0;184.0;24000;295.0;18000.0;934.0;284.0;19769;5.5;Fair
274;275;194.0;1.0;USA;130000000.0;47396698.0;217373;942.0;239.0;0;0.0;14000.0;5000.0;195.0;19600;7.2;Good
2606;2607;118.0;0.0;UK;15000000.0;138795342.0;503631;636.0;479.0;64000;0.0;14000.0;1000.0;520.0;15732;8.0;Good
1761;1762;110.0;1.0;USA;21000000.0;52353636.0;209133;962.0;220.0;0;0.0;13000.0;1000.0;327.0;14609;7.6;Good
1698;1699;150.0;0.0;USA;30000000.0;12712093.0;70771;671.0;222.0;0;0.0;23000.0;909.0;855.0;27829;6.7;Good
2628;2629;183.0;2.0;UK;15000000.0;;232577;1026.0;140.0;11000;517.0;22000.0;11000.0;652.0;34025;8.2;Excellent
2601;2602;102.0;4.0;USA;11000000.0;167780960.0;36918;42.0;21.0;3000;12000.0;19000.0;875.0;801.0;21499;5.9;Fair
2503;2504;129.0;0.0;USA;17000000.0;44469602.0;23480;83.0;113.0;21000;51.0;427.0;234.0;89.0;952;7.4;Good
3337;3338;122.0;1.0;USA;;13569248.0;16530;117.0;167.0;0;300.0;579.0;405.0;341.0;1637;7.6;Good
1508;1509;93.0;2.0;France;32000000.0;;28848;76.0;58.0;0;18.0;4000.0;820.0;324.0;5377;5.7;Fair
3300;3301;79.0;3.0;USA;8000000.0;4350774.0;10476;52.0;15.0;0;157.0;4000.0;248.0;219.0;4908;6.5;Good
1411;1412;123.0;2.0;USA;35000000.0;81159365.0;191470;278.0;144.0;0;126.0;18000.0;5000.0;1000.0;25661;6.8;Good
2104;2105;136.0;1.0;USA;126000000.0;35799026.0;263336;899.0;257.0;0;0.0;19000.0;12000.0;3000.0;34838;6.9;Good
2210;2211;158.0;3.0;USA;20000000.0;;9352;106.0;20.0;0;32.0;16000.0;756.0;417.0;17775;6.7;Good
1290;1291;101.0;3.0;USA;40000000.0;14942422.0;14226;60.0;40.0;555;58.0;12000.0;975.0;497.0;14008;5.9;Fair
3706;3707;135.0;1.0;USA;5000000.0;36000000.0;6359;69.0;42.0;0;28.0;726.0;422.0;275.0;1920;6.8;Good
3340;3341;101.0;0.0;USA;9000000.0;;13167;57.0;79.0;0;14.0;1000.0;907.0;559.0;3164;5.3;Fair
1146;1147;136.0;1.0;USA;43000000.0;51768623.0;73006;297.0;137.0;0;835.0;670.0;370.0;225.0;1801;7.3;Good
1282;1283;112.0;0.0;France;40000000.0;36665854.0;76498;203.0;201.0;15000;118.0;877.0;738.0;674.0;3432;6.4;Good
2888;2889;88.0;6.0;UK;13000000.0;1024175.0;82331;297.0;399.0;18000;115.0;1000.0;305.0;304.0;2011;6.6;Good
2159;2160;101.0;1.0;USA;20000000.0;117224271.0;47794;81.0;156.0;0;79.0;608.0;362.0;218.0;1787;7.1;Good
3554;3555;88.0;7.0;Australia;6500000.0;110029.0;1388;31.0;33.0;479;3.0;46.0;46.0;38.0;225;6.3;Good
4722;4723;122.0;0.0;USA;500000.0;33451479.0;17068;215.0;50.0;0;589.0;848.0;153.0;150.0;1164;6.5;Good
2375;2376;131.0;1.0;USA;19000000.0;21483154.0;98741;236.0;252.0;53000;33.0;876.0;526.0;326.0;1985;7.6;Good
4549;4550;122.0;0.0;USA;;5355376.0;9638;67.0;129.0;0;17000.0;543.0;426.0;184.0;1218;7.2;Good
2845;2846;92.0;1.0;USA;13000000.0;28972187.0;28805;159.0;49.0;1000;13.0;11000.0;489.0;301.0;12687;5.9;Fair
4826;4827;102.0;1.0;USA;312000.0;1281176.0;2932;73.0;64.0;121;149.0;409.0;277.0;276.0;1986;6.7;Good
4876;4877;98.0;2.0;USA;250000.0;;450;10.0;4.0;0;3.0;337.0;168.0;104.0;694;6.2;Good
4789;4790;81.0;0.0;USA;;;268;6.0;15.0;61;15.0;847.0;94.0;93.0;1151;4.1;Fair
1450;1451;108.0;0.0;Australia;30000000.0;32048809.0;94456;576.0;228.0;0;174.0;730.0;716.0;324.0;2178;5.3;Fair
3408;3409;104.0;1.0;USA;8000000.0;16168741.0;99430;182.0;283.0;43000;109.0;480.0;12.0;7.0;517;7.4;Good
614;615;97.0;1.0;USA;70000000.0;33105600.0;41663;141.0;105.0;531;84.0;989.0;229.0;150.0;1576;5.4;Fair
321;322;115.0;1.0;France;100000000.0;35024475.0;110364;261.0;266.0;0;521.0;13000.0;537.0;95.0;13761;6.9;Good
3592;3593;89.0;0.0;USA;8000000.0;22168359.0;29659;227.0;88.0;1000;81.0;321.0;101.0;92.0;584;5.1;Fair
2419;2420;89.0;0.0;USA;1000000.0;21378000.0;46492;335.0;212.0;7000;0.0;2000.0;826.0;606.0;4877;6.8;Good
330;331;85.0;0.0;USA;95000000.0;86897182.0;106790;177.0;255.0;18000;116.0;8000.0;331.0;329.0;9271;6.2;Good
4448;4449;83.0;1.0;USA;2000000.0;184925485.0;133348;204.0;145.0;0;0.0;82.0;47.0;31.0;229;7.7;Good
2090;2091;132.0;0.0;USA;22000000.0;40270895.0;121937;431.0;129.0;15000;24.0;967.0;912.0;506.0;3152;7.6;Good
2810;2811;150.0;0.0;UK;8200000.0;3958500.0;17933;165.0;262.0;0;608.0;149.0;44.0;43.0;390;6.8;Good
1758;1759;110.0;0.0;USA;26000000.0;58885635.0;194422;1057.0;287.0;7000;0.0;3000.0;2000.0;1000.0;10438;7.4;Good
3067;3068;104.0;0.0;USA;11000000.0;352786.0;11132;86.0;78.0;0;238.0;60.0;35.0;22.0;150;6.8;Good
2667;2668;94.0;0.0;USA;15000000.0;22189039.0;17074;55.0;25.0;466;11.0;1000.0;605.0;232.0;2210;5.5;Fair
4450;4451;113.0;2.0;UK;1455000.0;;1978;41.0;10.0;209;74.0;984.0;423.0;387.0;2140;5.5;Fair
2542;2543;94.0;5.0;USA;15600000.0;68525609.0;132963;302.0;103.0;0;480.0;1000.0;490.0;486.0;3889;6.5;Good
1415;1416;138.0;2.0;USA;35000000.0;64604977.0;414219;625.0;177.0;11000;161.0;18000.0;398.0;210.0;19129;8.3;Excellent
4565;4566;92.0;0.0;USA;1000000.0;1677838.0;11283;155.0;87.0;0;2.0;783.0;659.0;5.0;1447;7.7;Good
3223;3224;111.0;2.0;USA;4000000.0;228524.0;8708;56.0;73.0;345;24.0;374.0;181.0;83.0;768;7.3;Good
98;99;182.0;;USA;180000000.0;303001229.0;637246;1367.0;645.0;166000;0.0;5000.0;972.0;773.0;9152;7.9;Good
3011;3012;138.0;0.0;Japan;12000000.0;;4899;49.0;44.0;0;7.0;84.0;33.0;16.0;164;6.1;Good
1457;1458;112.0;0.0;USA;35000000.0;26494611.0;48621;239.0;95.0;0;37.0;3000.0;874.0;480.0;5709;6.6;Good
2304;2305;107.0;7.0;Russia;20000000.0;7268659.0;59248;164.0;260.0;48000;0.0;2000.0;749.0;99.0;2848;5.6;Fair
573;574;125.0;0.0;Germany;70000000.0;62647540.0;143525;657.0;262.0;0;0.0;15000.0;383.0;210.0;15850;7.1;Good
1623;1624;89.0;2.0;USA;30000000.0;58715510.0;79094;129.0;152.0;0;56.0;11000.0;826.0;545.0;13794;5.4;Fair
897;898;116.0;4.0;USA;54000000.0;108200000.0;76331;269.0;121.0;0;44.0;593.0;467.0;420.0;2908;6.8;Good
4376;4377;90.0;3.0;Canada;2000000.0;;840;9.0;11.0;326;15.0;900.0;450.0;120.0;1724;4.7;Fair
3504;3505;93.0;0.0;USA;7000000.0;5694308.0;13815;46.0;25.0;446;70.0;692.0;585.0;442.0;3128;2.0;Bad
2411;2412;44.0;8.0;USA;;;65785;281.0;20.0;0;;828.0;787.0;650.0;2546;7.5;Good
4009;4010;98.0;4.0;USA;3500000.0;101228.0;7228;53.0;50.0;414;9.0;11000.0;8000.0;405.0;20009;6.4;Good
4723;4724;115.0;1.0;India;550000.0;;113;3.0;19.0;126;95.0;0.0;0.0;0.0;0;7.0;Good
236;237;142.0;3.0;USA;115000000.0;310675583.0;464310;3516.0;284.0;0;0.0;20000.0;16000.0;4000.0;42990;6.7;Good
3845;3846;108.0;0.0;USA;15000000.0;13060843.0;149528;454.0;202.0;0;0.0;22000.0;3000.0;346.0;26050;7.7;Good
