Life expectancy,Adult Mortality,infant deaths,Income composition of resources,Schooling
81.6,66,0,0.913,19.2
81.5,67,0,0.91,19.2
81.3,69,0,0.908,19.3
81.1,7,0,0.904,19.5
86,72,0,0.901,19.7
89,71,0,0.899,20.3
85,73,0,0.895,19.3
81,75,0,0.894,19.5
81,76,0,0.891,19.2
79.9,76,0,0.888,19.1
79.9,78,0,0.886,18.9
79.2,79,0,0.884,18.4
79.1,82,0,0.881,18.2
78.7,83,0,0.873,17.5
78.5,83,0,0.868,17.4
78.6,87,0,0.864,17.2
74.8,145,2,0.642,11.7
74.5,148,2,0.636,11.6
73.9,157,2,0.63,11.5
73.9,157,2,0.625,11.5
74.5,147,3,0.62,11.5
73.2,154,3,0.614,11.4
73.2,163,3,0.613,11.3
72.5,169,3,0.607,11.1
72.5,173,3,0.601,11
73,17,3,0.597,11
71.2,194,3,0.592,11
71,194,4,0.587,11
76,198,4,0.583,11
75,197,4,0.577,10.7
73,193,4,0.57,10.4
73,192,4,0.562,10.1
61.8,22,49,0.351,5.4
61.4,223,49,0.345,5.3
69,227,49,0.341,5.3
63,232,49,0.331,5.1
59.4,241,50,0.323,4.8
58.2,252,50,0.312,4.5
57.1,263,51,0.307,4.2
56,272,52,0.298,4
55.2,276,53,0.293,3.8
54.5,277,54,0.286,3.7
53.7,278,55,0.278,3.5
52.9,279,56,0.27,3.1
52.1,28,56,0.266,3
51.4,282,57,0.261,2.9
56,283,57,0.255,2.9
50,284,58,0.253,2.8
54.5,344,483,0.525,10
53.6,362,490,0.521,10
53.2,367,498,0.514,9.8
52.7,374,505,0.507,9.7
52.3,375,513,0.5,9.6
52,374,521,0.492,9.5
51.6,376,527,0.487,9.3
59,386,536,0.481,9.2
55,388,542,0.477,9.1
49.8,396,549,0.466,9
49.2,4,556,0.463,8.9
48.5,47,563,0.445,8.5
48.1,41,567,0,8.1
47.7,49,571,0,7.7
47.4,48,574,0,8
47.1,45,576,0,7.6
,,0,,
81.8,59,0,0.948,17.7
81.6,61,0,0.945,17.7
81.5,62,0,0.942,17.5
81.3,61,0,0.941,17.6
81.1,67,0,0.939,17.6
81,66,0,0.936,17.4
89,67,0,0.936,17.4
86,67,0,0.936,17.6
85,67,0,0.934,17.6
84,7,0,0.931,17.5
81,73,0,0.929,17.6
79.8,77,0,0.924,17.5
79.4,78,0,0.918,17.1
78.9,81,0,0.916,17.1
78.8,82,0,0.917,17.5
78.5,85,0,0.911,17.1
76.6,99,1,0.795,13.7
76.4,11,1,0.796,13.7
76.2,12,1,0.796,13.7
76,14,1,0.797,13.7
75.8,15,1,0.797,13.6
75.6,16,1,0.797,13.5
75.4,18,1,0.782,12.4
75.2,19,1,0.765,11.9
74.9,113,1,0.753,11.5
74.7,115,1,0.748,11.6
74.3,118,1,0.742,11.5
74,122,1,0.734,11.5
73.6,127,1,0.725,11.2
73.3,13,1,0.716,11
72.9,134,1,0.705,10.7
72.6,138,1,0,10.4
66.4,161,352,0.548,8.1
66.2,162,359,0.542,7.8
66,163,365,0.538,7.7
65.7,165,369,0.529,7.6
65.5,167,371,0.525,7.5
65.1,172,372,0.521,7.5
64.8,175,371,0.514,7.3
64.6,177,369,0.513,7.3
64.4,178,367,0.505,6.7
64.2,179,365,0.501,6.5
62.9,2,364,0.487,6.1
63.7,183,364,0.474,5.6
63.5,185,366,0.465,5.6
63.2,187,371,0.457,5.5
63,189,377,0.45,5.4
62.8,19,385,0.445,5.3
,,0,0.779,14.2
77.8,118,1,0.785,13
77.6,119,1,0.78,13
77.5,118,1,0.773,12.9
77.2,12,1,0.765,12.8
77.3,121,1,0.758,12.9
76.5,122,1,0.756,12.8
76.8,127,1,0.755,12.8
76.5,127,1,0.75,12.8
76.4,124,1,0.743,12.9
76.2,125,1,0.744,12.9
75.8,122,1,0.74,12.9
75.8,123,1,0.733,12.8
75.5,126,1,0.728,12.8
75.7,125,1,0.725,12.6
75.5,124,2,0.721,12.4
75.7,121,2,0.716,12.1
62.9,275,10,0.515,10
62.7,278,10,0.511,10
62.4,281,10,0.506,10
62.2,284,10,0.501,9.9
62,285,10,0.494,9.9
61.8,286,10,0.485,9.6
61.6,288,11,0.477,9.2
61.4,29,11,0.469,8.9
61.1,295,11,0.461,8.6
68,299,11,0.454,8.2
64,37,11,0.446,7.9
59.9,314,11,0.439,7.6
59.6,321,11,0.433,7.2
59.3,327,11,0.428,6.9
59.1,331,11,0.422,6.6
58.9,335,11,0.418,6.2
74,146,2,0.692,12.3
73.9,147,3,0.688,12.3
73.8,148,3,0.679,12.3
73.6,148,3,0.679,12.3
73.4,15,3,0.675,12.3
73.2,152,3,0.664,12.4
73,155,3,0.663,12.1
72.7,157,3,0.654,11.9
72.5,159,3,0.649,12
72.3,161,3,0.648,12.1
72.1,163,3,0.646,12.3
71.9,165,3,0.639,12.1
71.7,166,4,0.642,12.7
71.5,168,4,0.632,12.2
71.2,17,4,0.624,11.8
79,172,4,0.625,11.6
75.5,123,8,0.737,13.4
75.3,125,8,0.735,13.4
75.3,125,8,0.731,13.4
74.9,129,9,0.725,13.4
74.5,133,9,0.721,13.4
73.7,14,10,0.708,13.3
73.8,14,10,0.706,13.3
73.9,138,11,0.7,13.2
74,133,11,0.696,13.2
74.2,134,12,0.693,13
72.8,148,13,0.692,13
72.2,151,14,0.685,12.8
72.1,152,15,0.686,13.3
72.6,144,16,0.686,13.9
72.4,142,17,0.677,13.4
71.4,154,18,0.674,13.5
68.5,211,52,0.679,11.7
68.4,214,54,0.676,11.7
68.1,219,55,0.671,11.7
68.1,217,56,0.666,11.6
68,218,57,0.669,11.5
67.9,218,58,0.662,11.4
68,219,59,0.661,11.7
67.5,217,60,0.655,11.5
67.5,216,62,0.648,11.4
67.3,219,63,0.646,11.5
67,223,65,0.642,11.6
67.3,218,66,0.636,11.6
67.2,217,67,0.631,11.6
66.8,221,68,0.625,11.4
66.8,221,68,0.622,11.4
66.8,219,69,0.618,11.4
77.5,117,2,0.852,16.4
77.3,12,2,0.85,16.4
77.1,12,2,0.838,15.4
76.8,125,2,0.834,15.3
76.7,128,2,0.829,15.4
76.3,13,2,0.822,15.1
75.7,136,2,0.818,15.1
75.5,14,2,0.813,15
75.3,144,2,0.808,15
75.2,144,2,0.803,15
75,144,2,0.797,14.8
74.9,143,2,0.8,15.5
74.7,142,3,0.796,15.3
74.5,145,3,0.79,15
74.2,149,3,0.784,14.7
73.7,153,3,0.777,14.6
81.1,76,0,0.841,16.6
89,78,0,0.837,16.8
86,79,0,0.827,16.3
83,81,0,0.824,16.3
82,85,0,0.818,16.2
79.6,88,0,0.812,16
79.3,9,0,0.809,16
79,92,0,0.804,15.8
78.7,94,0,0.797,15.4
78.5,96,0,0.793,15.4
77.7,11,0,0.79,15.4
78,99,0,0.792,15.9
77.3,15,0,0.789,15.8
77.2,17,1,0.788,15.9
76.9,11,1,0.782,15.7
76.6,11,1,0.777,15.5
78.2,68,0,0.855,13.4
78.1,69,0,0.854,13.4
77.9,7,0,0.843,13.4
77.8,72,0,0.837,13.4
77.5,74,0,0.827,12.4
77.3,76,0,0.825,12
77,79,0,0.828,11.8
76.8,82,0,0.825,11.7
76.7,83,0,0.83,12.6
76.6,83,0,0.835,13.7
76.6,84,0,0.83,13.7
76.6,84,0,0.826,13.5
76.5,85,0,0.815,12.8
76.4,85,0,0.807,12.2
76.3,87,0,0.809,12.6
76.2,88,0,0.808,13
82.3,64,1,,
82,66,1,,
81.7,68,1,,
81.2,69,1,,
81.1,72,2,,
87,74,2,,
86,75,2,,
83,75,2,,
79.8,77,2,,
79.4,79,2,,
78.7,84,2,,
78.2,89,3,,
77.6,95,3,,
77.1,99,3,,
76.7,17,3,,
76,116,4,,
72.1,157,1,,
71.8,162,1,,
71.7,163,1,,
79,175,1,,
77,177,1,,
68.8,219,1,,
69,218,1,,
68.9,228,1,,
68.3,237,1,,
68,242,1,,
67.3,248,1,,
68,225,1,,
67.6,226,1,,
67.5,225,1,,
67.6,228,1,,
67.1,235,1,,
75,133,2,0.798,14.7
74.8,135,2,0.797,14.7
74.6,138,2,0.794,14.7
74.4,138,2,0.797,15.3
74.3,139,2,0.798,15.7
73.4,153,2,0.797,15.8
73.1,158,2,0.795,15.4
73.1,159,2,0.78,14.7
72.9,154,3,0.766,14.1
72.5,157,3,0.755,13.7
71.9,162,3,0.745,13.4
71.7,165,4,0.733,12.9
71.1,174,4,0.722,12.5
77,178,4,0.714,12
78,179,4,0.708,11.7
77,175,4,0.703,11.5
75,222,13,0.805,15
73,225,13,0.803,14.9
70,229,14,0.799,14.6
69.6,237,14,0.792,14.3
69.4,242,14,0.785,14
68.4,256,15,0.773,13.7
68.2,261,15,0.776,14
67.5,278,16,0.769,13.9
67.3,282,16,0.761,13.8
66.4,3,17,0.754,13.8
65,327,18,0.748,13.7
64.9,321,19,0.741,13.6
64.6,322,20,0.733,13.2
64.8,313,20,0.727,12.8
65.1,38,21,0.72,12.5
65,37,22,0.709,12.1
66.1,227,11,0.493,10.8
65.7,23,12,0.488,10.8
65.2,233,12,0.485,10.8
64.6,239,13,0.475,10.5
63.8,247,14,0.464,10.2
62.8,26,16,0.454,10
61,288,17,0.447,10.2
68,282,18,0.438,10.4
59.6,295,20,0.424,10.1
57.6,328,22,0.404,9.3
55.3,37,24,0.388,8.8
53.4,397,26,0.371,8.2
52,48,29,0.359,7.6
57,415,31,0.343,7.2
48.6,438,33,0.332,7.1
48.3,426,34,0.318,6.6
,,0,0.749,13.4
75.2,138,0,0.735,13.1
75,139,0,0.723,13.1
74.8,141,0,0.734,13.1
74.7,142,0,0.735,13
74.6,143,0,0.733,12.9
74.2,147,0,0.724,12.8
74.3,147,0,0.717,12.7
74.1,149,0,0.71,12.6
73.9,151,0,0.707,12.8
73.5,155,0,0.694,12.4
73.1,16,0,0.689,12.2
72.6,166,0,0.686,12.3
72.2,171,0,0.684,12.4
72,174,0,0.681,12.5
71.8,178,0,0.684,12.6
71.6,183,0,0,12.8
73.2,156,0,0.72,13.3
73.1,157,0,0.72,13.3
72.7,161,0,0.717,13.3
72.8,159,0,0.713,13.3
72.7,16,0,0.712,13.3
72.5,162,0,0.711,13.3
72.3,165,0,0.709,13.3
72.1,167,0,0.704,13.3
71.9,17,0,0.702,13.3
71.7,173,0,0.695,13.3
71.4,177,0,0.692,13.3
71.2,181,0,0.689,13.2
71,184,0,0.682,13
79,186,0,0.677,12.9
79,186,0,0.673,12.8
79,186,0,0,12.7
74,125,0,0.702,12.9
73.8,128,0,0.701,12.9
73.6,131,0,0.7,12.9
73.2,136,0,0.698,12.9
73,139,0,0.693,12.9
72.6,144,0,0.69,12.9
76,172,0,0.691,12.9
72.5,146,0,0.688,12.9
72.2,149,0,0.682,12.9
72,153,0,0.677,12.7
71.6,16,0,0.671,12.6
71.4,162,0,0.665,12.4
79,169,0,0.659,12.3
76,174,0,0.653,12.1
75,175,0,0.645,12
72,18,0,0.64,12.1
,,0,,15.1
67.5,19,0,0.565,11.2
67.3,191,0,0.562,11.1
67.1,192,0,0.559,11
66.9,194,0,0.553,10.8
66.6,198,0,0.546,10.6
66.2,24,0,0.542,10.6
65.8,21,0,0.533,10.1
65.4,215,0,0.531,10.4
65.1,217,0,0.527,10.3
64.7,22,0,0.521,10.2
64.3,222,0,0.514,10
63.8,224,0,0.509,9.8
63.4,225,0,0.504,9.7
63.1,226,0,0.501,9.6
62.8,225,0,0.497,9.4
62.6,224,0,0.488,9.3
74.5,88,7,0.845,16.1
74.4,88,7,0.841,15.8
74.3,89,8,0.83,15.2
74.1,9,8,0.818,14.5
73.9,92,8,0.804,13.9
73.7,94,8,0.792,13.3
73.4,97,8,0.787,13
73.3,98,9,0.779,12.8
73.2,99,9,0.773,12.7
73.2,1,9,0.767,12.5
73.1,11,9,0.761,12.4
73.1,12,9,0.754,12.3
73,13,9,0.747,12.2
72.9,15,10,0.745,12.1
72.8,17,10,0.742,12
72.6,11,10,0.737,11.8
66.7,188,19,0.491,9.5
66.4,192,19,0.483,9.1
66,196,20,0.474,8.7
65.6,2,20,0.463,8.3
64.9,26,20,0.455,7.9
64.3,212,21,0.449,7.7
63.5,219,21,0.444,7.5
62.8,225,22,0.435,7.1
62.1,23,22,0.425,6.8
61.3,236,23,0.422,6.6
65,242,23,0.415,6.4
59.7,247,24,0.408,6.2
59,251,25,0.401,5.9
58.4,252,25,0.397,5.7
57.9,251,26,0.381,5.4
57.5,25,27,0.378,5.2
75.6,121,1,0.775,14.4
75.4,123,1,0.771,14.3
75.3,122,1,0.766,14.1
74.9,126,1,0.767,14
74.6,127,1,0.757,13.5
74.4,128,1,0.755,13.6
74.1,131,1,0.754,13.6
74,132,1,0.749,13.5
73.8,132,1,0.743,13.5
73.6,133,1,0.739,13.4
73,135,1,0.73,13.2
73,134,1,0.72,13.1
73,134,1,0.715,13
72.9,133,1,0.715,13.2
73.1,135,1,0.709,13.1
72.6,141,1,0.702,13
73.2,168,0,0.781,14.1
73,17,0,0.766,13.2
72.9,172,0,0.762,13.5
72.7,174,0,0.755,13.5
72.6,177,0,0.744,13.3
72.4,18,0,0.74,13.2
72.3,182,0,0.739,13.2
72.2,184,0,0.739,13.2
72.2,185,0,0.733,13.1
72.2,185,0,0.728,13.1
72.2,185,0,0.712,12.1
72.1,186,0,0.715,12.3
72.1,185,0,0.713,12.1
72.1,186,0,0.712,12.1
72,187,0,0.714,12.2
71.8,188,0,0,12.3
51,413,22,0.431,9.5
48.1,463,23,0.426,9.5
54,47,23,0.413,9.3
49.7,411,25,0.401,9.1
48.9,418,26,0.392,8.9
48.1,424,27,0.384,8.7
47.1,433,28,0.375,8.5
46.2,441,29,0.367,8.3
45.3,45,29,0.357,8.2
44.3,464,30,0.348,8
43.3,48,30,0.341,7.8
42.3,496,30,0.332,7.6
41.5,57,30,0.322,7.4
48,513,30,0.306,7.2
41,519,30,0.302,7
39,533,29,0.292,6.7
83.1,55,0,0.924,15.4
82.9,56,0,0.922,15.4
82.7,57,0,0.92,15.4
82.5,59,0,0.917,15.4
82.2,6,0,0.911,15.2
82,61,0,0.889,14.5
81.7,62,0,0.887,14.4
81.4,64,0,0.88,14.2
81.1,65,0,0.873,14.1
87,66,0,0.839,13.9
82,69,0,0.821,12.6
79.7,71,0,0.82,12.7
79.3,73,0,0.819,12.7
79,74,0,0.818,12.6
78.7,76,0,0.82,12.7
78.3,78,0,0.81,12.5
76.7,19,0,0.842,15
76.4,113,0,0.841,15.1
76.1,114,0,0.838,15
75.8,118,0,0.835,15
75.6,122,0,0.829,15
75.1,124,0,0.822,15
75,131,0,0.82,14.9
74.7,136,0,0.813,14.8
74.4,14,0,0.802,14.5
74.3,138,0,0.793,14.3
74,141,0,0.784,14
74.1,138,0,0.776,13.8
73.8,144,0,0.771,13.6
73.7,145,0,0.763,13.3
73.3,145,0,0.763,13.3
73,147,0,0.761,13
88,74,0,0.888,17.3
87,76,0,0.888,17.6
85,78,0,0.878,16.8
82,81,0,0.877,16.8
79.8,84,0,0.876,17
79.5,87,0,0.872,16.9
79.1,9,0,0.873,16.9
78.9,96,0,0.869,16.9
78.3,12,0,0.865,16.8
78.1,17,0,0.858,16.7
77.5,14,0,0.853,16.3
77.2,113,0,0.85,16.6
76.5,119,0,0.843,16.1
76.6,117,0,0.835,15.6
76.2,124,0,0.824,14.7
76,122,0,0.818,14.6
69.2,177,0,0.514,9.6
68.8,183,0,0.512,9.6
68.8,182,0,0.509,9.5
68.7,184,0,0.505,9.4
68.5,186,0,0.497,9.4
68.3,188,0,0.492,9.3
68.1,192,0,0.494,9.3
68,193,0,0.489,9.2
67.6,2,0,0.482,9
67.6,2,0,0.47,8.4
67.4,24,0,0.465,8.3
67.1,29,0,0.459,8.1
66.8,215,0,0.453,8
66.5,22,0,0.446,7.3
66.2,227,0,0.442,6.6
65.8,235,0,0.455,7.2
55,312,50,,
54.3,321,51,,
54.2,318,51,,
53.1,336,51,,
53.1,329,51,,
52.4,336,52,,
52.2,335,52,,
51.9,336,52,,
51.5,34,52,,
51.5,337,51,,
51.6,334,50,,
51.2,341,49,,
51.1,344,48,,
58,348,47,,
57,352,46,,
55,355,45,,
62.9,328,42,0.665,13
62,347,42,0.66,13
69,371,43,0.652,12.8
59.2,48,43,0.644,12.8
58.9,413,43,0.638,12.8
58,428,43,0.63,12.8
56.5,449,46,0.622,12.8
55.3,473,50,0.616,12.9
54.5,486,51,0.612,12.9
54,496,54,0.609,12.9
53.8,498,55,0.609,12.9
53.7,497,55,0.611,12.9
54,485,55,0.613,12.9
54.9,459,54,0.62,12.9
56,429,52,0.629,13
57.3,397,51,0.635,13
57.3,332,26,0.421,4.9
56.6,343,26,0.421,4.9
56.4,345,26,0.417,4.9
56,347,26,0.419,4.9
55.4,355,27,0.429,4.9
55,359,27,0,0
54.3,369,27,0,0
53.6,377,27,0,0
53.1,381,27,0,0
52.5,383,28,0,0
51.9,383,28,0,0
51.4,383,29,0,0
58,383,29,0,0
52,382,30,0,0
49.6,381,30,0,0
48.9,38,31,0,0
82.8,56,1,0.882,17.7
82.6,58,1,0.877,17.6
82.4,6,1,0.874,17.5
82,61,1,0.871,17.2
82.1,63,1,0.867,16.9
81.9,64,1,0.86,16.4
81.6,66,2,0.858,16.3
81.3,7,2,0.854,16.1
89,72,2,0.849,16
88,73,2,0.844,15.9
81,77,2,0.837,15.8
81,79,2,0.833,15.6
79.4,83,2,0.83,15.6
79.5,83,2,0.828,15.7
79.4,84,2,0.825,15.7
79.1,86,2,0.82,15.7
74.9,138,3,0.764,14
74.7,141,3,0.76,14
74.6,142,3,0.757,13.8
74.5,143,3,0.752,13.7
74.5,141,3,0.746,13.6
74.5,138,3,0.739,13.5
71.8,183,4,0.735,13.4
72.3,172,4,0.731,13.3
73.7,146,4,0.725,13.2
73.8,145,4,0.718,13.1
74.2,138,4,0.712,12.9
69.1,197,6,0.705,12.8
73.9,146,5,0.697,12.7
73.7,149,5,0.699,12.6
72.7,16,5,0.686,12.5
71.5,175,5,0.677,12.4
64.1,225,58,0.488,7.2
63.8,229,59,0.485,7.2
63.5,232,60,0.478,7
63.2,235,61,0.468,6.8
62.7,241,61,0.463,7
62.5,243,62,0.461,7
62,248,63,0.456,6.8
61.8,251,64,0.444,6.3
61.4,254,65,0.44,6.4
61,26,66,0.43,6.2
67,261,66,0.423,6.1
59.7,278,68,0.415,5.7
59.6,278,69,0.409,5.6
59.4,277,70,0.403,5.6
58.9,283,71,0.399,5.6
58.6,284,71,0.394,5.5
71.6,176,0,0.723,12.7
71.4,178,0,0.722,12.7
71.2,179,0,0.719,12.7
71.3,178,0,0.708,12.7
76,187,0,0.704,12.5
73,19,0,0.7,12.3
70,196,0,0.696,12.1
69.8,196,0,0.691,11.9
69.5,22,0,0.684,11.7
69.3,199,0,0.678,11.5
68.9,25,0,0.672,11.3
68.3,214,0,0,11.1
68,223,0,0,10.9
67.9,221,0,0,11
67.7,219,0,0,11
67.4,224,0,0,11.1
58.9,373,2,0.541,11.4
58.4,382,2,0.541,11.4
57.6,393,2,0.539,11.4
56.5,412,2,0.534,11.3
55,438,2,0.526,11.2
53.6,459,2,0.523,11
52.6,46,3,0.519,10.8
51.4,477,3,0.514,10.6
50,51,3,0.508,10.5
47.8,564,3,0.502,9.9
46,63,3,0.495,9.7
45.6,69,3,0.492,9.4
45.9,6,3,0.493,9.1
46.4,587,3,0.502,9.2
47.1,568,3,0.506,9.3
48.4,536,3,0.516,9.4
82.4,53,0,0.909,15.9
82.3,54,0,0.906,15.8
81.9,57,0,0.904,15.8
81.7,57,0,0.903,15.8
81.7,58,0,0.901,16
81.5,58,0,0.895,15.8
81.4,62,0,0.898,15.8
81.1,62,0,0.897,15.7
89,63,0,0.895,15.8
88,64,0,0.892,15.9
85,66,0,0.89,16
83,7,0,0.888,16
82,69,0,0.882,15.9
79.9,71,0,0.88,15.9
79.8,73,0,0.877,15.9
79.6,73,0,0.873,15.9
83.4,49,0,0.938,16
83.2,51,0,0.936,15.9
83,52,0,0.934,15.8
82.7,54,0,0.932,15.7
82.6,55,0,0.932,15.6
82.3,57,0,0.92,15.4
82.1,6,0,0.916,15.3
82,6,0,0.914,15.3
81.7,63,0,0.911,15.3
81.5,65,0,0.904,15.2
81.1,66,0,0.899,15.2
81,69,0,0.895,15.1
85,72,0,0.889,15
84,74,0,0.89,15.2
82,75,0,0.888,15.2
79.7,78,0,0.879,15.1
64.5,293,6,0.553,9
64.4,294,7,0.575,9
63.6,37,7,0.635,13
62.8,32,7,0.645,12.5
71.7,163,7,0.646,12
73.7,127,7,0.65,11.7
73.8,124,7,0.648,11.8
73.8,122,8,0.651,11.6
73.8,121,8,0.644,11.5
73.7,123,8,0.636,11.4
73.5,127,9,0.624,11
73.2,131,9,0.61,10.6
73,134,9,0.599,10.3
72.8,135,9,0.596,10.2
72.7,135,10,0.589,10.1
72.6,136,10,0.588,10
69.7,161,10,0.625,11.3
69.6,162,10,0.622,11.3
69.3,163,10,0.617,11.2
68.8,164,10,0.613,11.1
68.1,166,10,0.608,11.1
67.3,171,10,0.603,11.1
66.7,174,10,0.601,11.1
66.4,178,10,0.592,10.8
66.1,181,10,0.586,10.9
65.9,183,10,0.579,10.7
65.5,194,10,0.572,10.6
65.9,177,11,0.563,10.5
65.2,182,11,0.553,10.1
64.3,193,12,0.543,9.8
64,194,13,0.535,9.7
63.7,198,14,0.529,9.6
74.9,148,8,0.738,13.6
74.6,152,8,0.737,13.6
74.5,153,9,0.733,13.6
74.3,154,9,0.729,13.7
74.1,155,10,0.72,13.3
73.9,158,10,0.711,13.1
73.7,16,11,0.706,13
73.5,162,11,0.7,12.9
73.3,165,12,0.687,12.3
73,168,13,0.686,12.4
72.5,177,13,0.682,12
71.6,189,14,0.674,11.9
71.7,189,15,0.666,11.8
71.4,192,16,0.657,11.5
71.2,194,17,0.649,11.2
71.1,194,18,0.64,10.9
75.7,12,0,0.746,12.9
75.5,12,0,0.743,12.9
75.3,14,0,0.741,12.9
75.1,15,0,0.739,12.9
74.9,17,0,0.735,12.9
74.7,18,0,0.732,13
74.4,111,0,0.73,13
74.2,111,0,0.714,12.2
73.5,12,0,0.709,12.2
73.7,122,0,0.703,12.1
73.6,12,0,0,11.9
73.5,12,0,0,11.9
73.2,126,0,0,11.9
72.8,128,0,0,11.9
73.1,126,0,0,11.8
72.6,125,0,0,11.7
68.3,152,2,0.603,12.5
68,155,2,0.612,12.5
67.7,158,2,0.62,12.5
67.4,159,2,0.618,12.5
67.2,161,2,0.607,12.5
66.9,163,2,0.599,12.4
66.6,165,2,0.599,12.1
66.2,168,2,0.566,11.7
65.8,173,2,0.541,11.3
64.9,186,2,0.511,11
63.7,26,3,0.492,10.6
62.3,229,3,0.484,10.2
61,25,3,0.485,9.8
62,261,3,0.475,9.8
59.4,269,3,0.47,9.8
58.7,276,3,0,0
59.9,287,13,0.484,12
59.7,285,13,0.475,12
59.4,287,14,0.47,12
58.9,294,14,0.464,12
58.3,34,14,0.457,11.5
57.4,323,14,0.449,11
56.7,336,14,0.442,10.6
56.2,344,14,0.441,10.1
55.9,344,14,0.443,10.6
55.7,345,15,0.436,10.2
55,357,15,0.435,10.1
54.9,355,15,0.432,10
54.7,355,15,0.428,9.9
54.7,351,15,0.428,9.7
54.6,345,14,0.426,9.4
54.6,339,14,0.425,9.3
73.5,133,0,0.718,14.3
73.3,135,0,0.716,14.3
73.2,137,0,0.718,14.3
73,138,0,0.717,14.4
72.9,14,0,0.712,14.4
72.8,142,0,0.707,14.4
72.5,147,0,0.703,14.5
72.6,145,0,0.698,14.5
72.5,146,0,0.698,14.5
72.4,148,0,0.695,14.6
72.3,15,0,0.694,14.6
72.2,151,0,0.693,14.6
72,153,0,0.683,13.7
71.9,155,0,0.679,13.5
71.8,157,0,0.674,13.2
71.6,158,0,0.676,13.7
71.2,17,0,0.779,12.7
71.1,171,0,0.778,12.7
71,172,0,0.773,12.7
78,174,0,0.772,12.6
76,176,0,0.774,12.6
74,179,0,0.772,12.5
71,183,0,0.773,12.5
69.9,185,0,0.767,12.4
69.7,187,0,0.76,12.4
69.6,188,0,0.751,12.3
69.5,189,0,0.745,12.3
69.4,19,0,0.736,12.2
69.3,191,0,0.729,12
69.2,192,0,0.721,11.9
69.1,194,0,0.715,11.8
69.1,197,0,0.709,11.7
75.3,1,3,0.723,14.6
75.1,12,3,0.722,14.7
74.9,13,3,0.72,14.7
74.9,13,3,0.717,14.6
74.8,13,3,0.714,14.5
74.8,12,3,0.71,14.4
74.7,12,3,0.706,14.4
74.7,12,3,0.701,14.3
74.6,12,3,0.695,14.3
74.4,12,3,0.689,14.2
74.2,14,3,0.683,13.9
74,15,3,0.673,13.6
73.7,17,4,0.667,13.5
73.5,19,4,0.662,13.3
73.2,11,4,0.654,13.1
72.9,112,4,0.646,12.8
75.8,16,15,0.764,14.5
75.5,17,16,0.759,14.5
75.2,19,17,0.754,14.4
74.8,112,19,0.75,14.3
74.5,114,20,0.737,13.8
74.2,116,21,0.715,13
73.9,118,23,0.709,12.5
73.5,121,25,0.705,12.5
73.2,124,26,0.697,12.3
72.8,126,28,0.687,11.9
72.4,129,30,0.681,11.9
72,132,33,0.675,12
71.6,135,35,0.668,11.9
71.2,138,38,0.658,11.5
78,14,41,0.653,11.1
74,143,44,0.641,10.7
66.3,215,6,0.688,10.8
66,217,7,0.683,10.8
65.4,228,7,0.678,10.7
65.6,22,7,0.672,10.7
65.6,217,7,0.665,10.6
65.8,211,7,0,10.6
65.6,215,6,0,10.5
64.5,235,6,0,10.5
64.1,241,6,0,10.4
63.7,245,6,0,10.4
63.3,248,6,0,10.3
63.5,238,6,0,10.3
63.4,231,7,0,10.3
63.3,229,7,0,10.2
64,221,7,0,10.2
63.8,224,7,0,0
,,0,,0
62.3,291,66,0.488,10
61.5,38,68,0.483,10
67,325,71,0.478,10
60,339,73,0.477,10
59.3,347,76,0.477,10.7
58.4,362,79,0.473,10.9
57.5,378,82,0.464,10.8
56.3,41,84,0.453,10.6
55.5,41,88,0.442,10.3
54.9,41,93,0.434,10.6
53.2,446,99,0.429,10.9
51.3,485,104,0.427,11.6
51,53,109,0.418,11.5
48.8,523,112,0.404,11
47.7,539,115,0.396,10.8
46.6,554,116,0.382,9.8
71.3,195,4,0.748,15.3
78,23,4,0.746,15.2
71,198,4,0.744,15.2
77,25,5,0.739,15.1
75,24,5,0.734,14.9
69.8,212,5,0.728,14.9
69.2,231,5,0.734,14.9
67.7,273,5,0.73,14.9
67.5,277,5,0.723,14.8
67.7,267,5,0.716,14.7
67,278,5,0.707,14.5
67.4,267,5,0.7,14.6
67.6,256,6,0.691,14.3
67.6,256,6,0.683,13.9
67.7,253,6,0.673,13.2
67.5,257,6,0.669,13.3
77.1,75,1,0.836,13.3
76.9,77,1,0.832,13.3
76.7,78,1,0.829,13.3
76.5,8,1,0.826,13.3
76.3,81,1,0.824,13.3
76.2,82,1,0.826,13.3
76,84,1,0.831,13.2
75.8,85,1,0.829,13.1
75.6,87,1,0.826,12.9
75.4,89,1,0.823,12.8
75.3,92,1,0.818,12.6
75.1,95,1,0.813,12.4
74.9,98,1,0.808,12.3
74.7,11,1,0.803,12.1
74.5,14,1,0.798,12
74.2,17,1,0.791,11.8
81.2,69,3,,
81,71,3,,
87,72,3,,
86,72,3,,
86,74,3,,
82,77,3,,
81,78,4,,
79.6,8,4,,
79.5,8,4,,
79.3,82,4,,
79,82,4,,
78.8,83,4,,
78.3,86,4,,
78.2,87,4,,
78,88,4,,
77.8,89,4,,
61.8,279,85,,
67,34,86,,
59.7,323,86,,
58.6,348,87,,
58.3,348,88,,
57.5,36,89,,
56.9,368,91,,
56.2,376,92,,
54.5,411,94,,
53.1,437,96,,
52.2,449,97,,
51.5,454,100,,
58,459,103,,
52,46,106,,
